review_id,freelancer_id,client_id,review_text,client_rating,communication_score,quality_score,delivery_score,budget_usd,project_category
181,181,1891,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",4.06,3.45,4.39,3.49,2166.41,copywriting
182,182,2320,"El trabajo fue correcto, aunque hubo algunos ajustes menores. Se evaluo tiempo, calidad y comunicacion.",3.76,4.05,4.37,3.55,1932.51,digital_marketing
183,183,1689,"Cumplio con la mayor parte del alcance definido. Se evaluo tiempo, calidad y comunicacion.",3.9,3.98,3.43,4.3,4241.47,digital_marketing
184,184,2392,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.88,4.88,4.91,4.48,222.6,graphic_design
185,185,1797,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.7,4.75,4.37,4.33,3259.67,machine_learning
186,186,1623,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",3.45,3.72,4.08,4.22,3903.29,mobile_development
187,187,1214,El resultado no cumplio completamente con la calidad esperada. El proyecto fue realizado en modalidad remota.,2.35,1.99,3.07,3.15,400.02,machine_learning
188,188,1439,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.62,4.73,4.98,4.31,1158.08,digital_marketing
189,189,1212,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.49,4.95,4.81,4.68,2838.34,data_analysis
190,190,2343,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.99,4.33,4.49,4.79,865.82,graphic_design
191,191,2363,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.95,4.64,4.82,4.77,1494.48,data_analysis
192,192,1356,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.75,4.96,4.51,4.47,3502.24,customer_support
193,193,1403,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,4.09,4.06,3.42,3.65,188.66,web_development
194,194,1902,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.6,4.31,4.33,4.71,1530.35,copywriting
195,195,1246,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",3.57,3.88,4.03,4.15,854.45,graphic_design
196,196,1593,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.62,4.58,4.73,4.64,3977.79,copywriting
197,197,2306,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El proyecto fue realizado en modalidad remota.,2.8,2.14,3.22,1.62,1718.0,machine_learning
198,198,2228,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.72,4.39,4.93,4.26,517.37,graphic_design
199,199,2273,Resultado funcional con algunos detalles pendientes al inicio. El cliente solicito cambios adicionales.,3.44,3.61,3.77,3.59,2242.41,copywriting
200,200,1362,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.53,4.53,4.93,4.22,2906.38,graphic_design
201,201,1441,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.78,4.91,4.61,4.85,2089.6,copywriting
202,202,1669,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.53,4.64,4.48,4.33,2419.48,graphic_design
203,203,2312,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.59,4.41,4.66,4.39,2065.85,machine_learning
204,204,2163,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.67,3.5,4.22,3.97,663.47,customer_support
205,205,1565,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.91,4.33,4.97,4.63,502.97,web_development
206,206,2270,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. La experiencia general fue registrada por el cliente.",3.56,3.73,3.3,3.25,3930.98,machine_learning
207,207,2326,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.94,4.35,4.09,3.5,3706.49,machine_learning
208,208,2069,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.8,4.6,4.68,4.56,192.69,digital_marketing
209,209,2218,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.53,4.52,4.76,4.3,4009.49,graphic_design
210,210,2056,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",3.72,4.39,3.43,4.17,4434.03,copywriting
211,211,1057,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.62,4.94,4.66,4.71,2832.01,data_analysis
212,212,1522,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.57,4.25,4.55,4.61,1854.62,mobile_development
213,213,1847,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.95,4.38,4.89,4.96,2520.0,mobile_development
214,214,1980,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.68,4.22,4.57,4.35,420.53,data_analysis
215,215,2147,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,4.13,3.26,3.79,4.35,683.23,data_analysis
216,216,2423,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.54,3.96,4.15,3.37,1264.49,web_development
217,217,1369,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.57,4.55,4.85,4.21,4008.75,machine_learning
218,218,1490,"Trabajo limpio, bien documentado y con buena atencion al cliente. El cliente solicito cambios adicionales.",4.8,4.28,4.45,4.45,2722.46,customer_support
219,219,1234,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.42,4.8,4.69,4.96,667.8,graphic_design
220,220,1014,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.89,4.37,4.64,4.73,4869.84,digital_marketing
221,221,1059,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.42,5.0,4.54,4.22,4072.42,graphic_design
222,222,2489,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El proyecto fue realizado en modalidad remota.,2.56,3.0,2.62,2.44,4501.57,graphic_design
223,223,2115,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.73,4.5,4.85,4.55,2307.23,copywriting
224,224,1652,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,3.61,3.49,3.5,3.24,3198.51,mobile_development
225,225,2077,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,4.02,3.76,3.87,3.4,3557.61,web_development
226,226,1211,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.68,4.6,4.76,4.43,4050.94,web_development
227,227,1668,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.84,4.27,4.48,4.51,4297.76,machine_learning
228,228,1977,Hubo problemas de seguimiento y varias tareas quedaron incompletas. La experiencia general fue registrada por el cliente.,2.14,2.31,2.95,1.91,2076.35,customer_support
229,229,1262,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.57,4.46,4.68,4.81,1739.14,copywriting
230,230,1491,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,3.62,4.02,3.52,4.17,577.86,data_analysis
231,231,1086,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.83,4.88,4.82,4.27,3040.89,copywriting
232,232,1830,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El cliente solicito cambios adicionales.",3.99,3.51,4.39,3.69,493.55,copywriting
233,233,1714,Buena disposicion para corregir observaciones despues de la revision. La experiencia general fue registrada por el cliente.,3.97,4.04,4.08,3.26,2800.15,web_development
234,234,1155,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.84,4.41,4.41,4.34,1277.94,customer_support
235,235,1764,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.42,4.75,4.98,4.67,1447.18,copywriting
236,236,1758,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.97,4.95,4.87,4.42,3763.81,data_analysis
237,237,1985,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",4.04,3.49,3.32,3.34,2049.59,web_development
238,238,1061,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.75,4.91,4.82,4.52,2572.95,data_analysis
239,239,1717,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.82,4.23,4.52,5.0,2704.02,customer_support
240,240,1026,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.46,4.64,4.61,4.4,1163.68,machine_learning
241,241,1981,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",4.05,4.1,3.55,3.67,1438.74,data_analysis
242,242,2478,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El alcance incluia revision de entregables.",4.12,3.43,3.87,3.81,3260.06,graphic_design
243,243,2160,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",5.0,4.64,4.69,4.51,4331.8,mobile_development
244,244,2337,Buena disposicion para corregir observaciones despues de la revision. El proyecto fue realizado en modalidad remota.,4.24,3.31,4.23,3.46,272.05,data_analysis
245,245,2218,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El cliente solicito cambios adicionales.,3.19,3.35,3.42,1.96,3945.54,mobile_development
246,246,1265,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.57,4.39,4.58,4.56,496.19,data_analysis
247,247,1320,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.81,4.88,4.47,4.24,2383.06,copywriting
248,248,1435,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.66,4.89,4.85,4.51,4754.53,data_analysis
249,249,2241,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.97,4.99,4.57,4.53,4512.97,copywriting
250,250,1469,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. Se evaluo tiempo, calidad y comunicacion.",4.05,3.45,4.09,3.11,2689.1,mobile_development
251,251,2217,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.95,4.59,4.5,4.79,2780.84,mobile_development
252,252,1193,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.89,4.75,4.43,4.6,119.84,data_analysis
253,253,1103,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.72,4.29,4.84,4.99,4931.55,customer_support
254,254,2056,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.72,4.39,4.75,4.38,204.01,customer_support
255,255,1371,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.54,4.96,4.59,4.8,81.13,copywriting
256,256,2431,Hubo problemas de seguimiento y varias tareas quedaron incompletas. La experiencia general fue registrada por el cliente.,3.07,2.33,3.43,2.21,1416.7,customer_support
257,257,1856,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. Se evaluo tiempo, calidad y comunicacion.",4.13,4.37,3.92,3.46,4909.97,data_analysis
258,258,2135,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.72,4.38,4.37,4.74,1745.5,copywriting
259,259,2305,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",4.16,3.9,3.75,3.2,2816.99,web_development
260,260,2091,"La entrega se atraso y fue necesario solicitar muchas correcciones. Se evaluo tiempo, calidad y comunicacion.",2.77,2.8,2.3,2.51,3728.09,web_development
261,261,1978,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.58,4.65,4.54,4.82,3256.42,data_analysis
262,262,1836,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.77,4.95,4.51,4.58,3532.4,customer_support
263,263,2480,"La entrega se atraso y fue necesario solicitar muchas correcciones. Se evaluo tiempo, calidad y comunicacion.",3.12,2.82,2.29,1.86,3364.83,graphic_design
264,264,1987,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.59,4.46,4.75,4.4,604.81,machine_learning
265,265,2230,Resultado funcional con algunos detalles pendientes al inicio. El cliente solicito cambios adicionales.,3.67,4.1,3.55,3.34,2692.41,data_analysis
266,266,2341,La entrega se atraso y fue necesario solicitar muchas correcciones. La experiencia general fue registrada por el cliente.,3.26,2.93,3.48,1.58,4001.44,mobile_development
267,267,2204,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.48,4.71,4.78,4.69,930.86,graphic_design
268,268,2388,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.96,4.83,4.34,4.22,1262.59,data_analysis
269,269,1265,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,3.04,2.04,2.88,1.58,2342.5,copywriting
270,270,2411,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El alcance incluia revision de entregables.,2.94,1.82,3.04,3.11,3941.82,graphic_design
271,271,2038,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.62,4.91,4.88,4.39,1139.99,copywriting
272,272,1826,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.62,4.22,4.89,4.86,3683.46,copywriting
